Latitude,Longitude,GMT,AST,Direct Tilted Irradiance,Diffused Tilted Irradiance,Cell Temperature,Panel Efficiency,Power Generation
52.0,4.7,2008-10-01 00:00:00,0.992340633767401,-0.0,0.0,13.980920410156273,0.1255508216230123,0.0
52.0,4.7,2008-10-01 01:00:00,1.992340633767401,-0.0,0.0,14.175195312500023,0.12540964123943169,0.0
52.0,4.7,2008-10-01 02:00:00,2.9923406337674012,-0.0,0.0,14.268334960937523,0.1253419562675988,0.0
52.0,4.7,2008-10-01 03:00:00,3.9923406337674012,-0.0,0.0,14.218652343750023,0.12537806083317676,0.0
52.0,4.7,2008-10-01 04:00:00,4.992340633767401,-0.0,0.0,14.188623046875023,0.12539988324873494,0.0
52.0,4.7,2008-10-01 05:00:00,5.992340633767401,0,0.0016447080396652487,14.187383579223491,0.1254015237173883,0.00021936364118710242
52.0,4.7,2008-10-01 06:00:00,6.992340633767401,0.36298891487723495,7.85816095679215,14.45682320634721,0.12864895519649908,1.09644193893786
52.0,4.7,2008-10-01 07:00:00,7.992340633767401,2.436996864465334,35.03435046612792,15.226810321156094,0.13806250102598835,5.3885407495859425
52.0,4.7,2008-10-01 08:00:00,8.9923406337674,9.831496164877745,62.42956426758781,16.34817084989823,0.14525943954213325,10.934399238231789
52.0,4.7,2008-10-01 09:00:00,9.9923406337674,352.3707582774149,161.5352237104911,27.34325189430364,0.15175976844561598,79.97821314371069
52.0,4.7,2008-10-01 10:00:00,10.9923406337674,538.7539540142271,123.07272298816818,30.477271755908856,0.14968662191509532,101.30208711095422
52.0,4.7,2008-10-01 11:00:00,11.9923406337674,580.9054758052049,122.84050090626079,31.847518937031925,0.14851677339749872,106.78523560033605
52.0,4.7,2008-10-01 12:00:00,12.9923406337674,547.095685289157,121.07456080350562,31.564855411058286,0.1488727576238017,101.64330278447684
52.0,4.7,2008-10-01 13:00:00,13.9923406337674,465.3644734395401,115.87676319533327,29.613528283196864,0.1504416614241401,89.42754171714601
52.0,4.7,2008-10-01 14:00:00,14.9923406337674,325.36340413545844,108.61309856648101,25.80317701194207,0.15195966359169286,67.56907318720721
52.0,4.7,2008-10-01 15:00:00,15.9923406337674,152.60166756449087,85.43814386352,20.326945321712717,0.1534760156124831,37.58194305866029
52.0,4.7,2008-10-01 16:00:00,16.9923406337674,31.544461643639547,38.559949145461374,15.017307332989812,0.14572045545200912,10.554644565005436
52.0,4.7,2008-10-01 17:00:00,17.9923406337674,0.006023610061299027,1.409262985906272,12.545483377166567,0.12722844075229978,0.19243611368438696
52.0,4.7,2008-10-01 18:00:00,18.9923406337674,-0.0,0.0,12.453210449218773,0.1266610148372827,0.0
52.0,4.7,2008-10-01 19:00:00,19.9923406337674,-0.0,0.0,12.373254394531273,0.1267191192364315,0.0
52.0,4.7,2008-10-01 20:00:00,20.9923406337674,-0.0,0.0,12.235375976562523,0.12681931605908578,0.0
52.0,4.7,2008-10-01 21:00:00,21.9923406337674,-0.0,0.0,11.899530029296898,0.1270633767127623,0.0
52.0,4.7,2008-10-01 22:00:00,22.9923406337674,-0.0,0.0,11.513513183593773,0.1273438967680421,0.0
52.0,4.7,2008-10-01 23:00:00,0.4923406337674002,-0.0,0.0,11.233483886718773,0.12754739522857234,0.0
52.0,4.7,2008-10-02 00:00:00,0.9980065490148633,-0.0,0.0,10.972772216796898,0.12773685548885025,0.0
52.0,4.7,2008-10-02 01:00:00,1.9980065490148633,-0.0,0.0,10.695031738281273,0.12793869065551175,0.0
52.0,4.7,2008-10-02 02:00:00,2.9980065490148635,-0.0,0.0,10.449121093750023,0.12811739494877167,0.0
52.0,4.7,2008-10-02 03:00:00,3.9980065490148635,-0.0,0.0,10.238061523437523,0.1282707728207232,0.0
52.0,4.7,2008-10-02 04:00:00,4.998006549014863,-0.0,0.0,10.375604248046898,0.12817081994783633,0.0
52.0,4.7,2008-10-02 05:00:00,5.998006549014863,0,0.002150882020709115,10.464895301400382,0.12810690128478316,0.0002937049822651387
52.0,4.7,2008-10-02 06:00:00,6.998006549014863,2.970748582529394,22.68862381938588,11.314590585395251,0.13731134278321633,3.677927879446628
52.0,4.7,2008-10-02 07:00:00,7.998006549014863,19.577761299396023,83.26363411984423,14.391063098871667,0.1512173114820936,16.197970063387213
52.0,4.7,2008-10-02 08:00:00,8.998006549014862,53.87727510857645,144.5427284223636,17.821902196818076,0.1545628321073034,31.792796493963735
52.0,4.7,2008-10-02 09:00:00,9.998006549014862,47.81165333855526,149.45919689833818,17.944372746791014,0.15444739313819636,31.604492786404226
52.0,4.7,2008-10-02 10:00:00,10.998006549014862,27.874233541784935,114.34563468330212,16.49426180935616,0.15320456585051503,22.709611901452508
52.0,4.7,2008-10-02 11:00:00,11.998006549014862,35.37973812964174,120.07055938979809,16.91747655100796,0.15366009244565842,24.888599275404218
