Latitude,Longitude,GMT,AST,Direct Tilted Irradiance,Diffused Tilted Irradiance,Cell Temperature,Panel Efficiency,Power Generation
52.0,4.7,2008-05-01 00:00:00,0.8651637939398782,-0.0,0.0,7.779962158203148,0.13005708390402002,0.0
52.0,4.7,2008-05-01 01:00:00,1.8651637939398782,-0.0,0.0,7.374169921875023,0.13035197481832594,0.0
52.0,4.7,2008-05-01 02:00:00,2.865163793939878,-0.0,0.0,7.039361572265648,0.1305952814454486,0.0
52.0,4.7,2008-05-01 03:00:00,3.865163793939878,-0.0,0.0,6.692956542968773,0.130847015428173,0.0
52.0,4.7,2008-05-01 04:00:00,4.865163793939878,0,9.547774467887013,6.940480535869319,0.13469379276685958,1.3531164867765226
52.0,4.7,2008-05-01 05:00:00,5.865163793939878,0,70.46714529361999,10.214080223893776,0.1496728599334458,11.228772947585222
52.0,4.7,2008-05-01 06:00:00,6.865163793939878,41.60391529427924,134.57029594713381,15.479058168408086,0.155682571173139,28.894837648694526
52.0,4.7,2008-05-01 07:00:00,7.865163793939878,143.52982191989025,178.78330766963623,21.69446272684794,0.15353075911170674,51.58108121117483
52.0,4.7,2008-05-01 08:00:00,8.865163793939878,194.57957119132055,211.39737516580925,24.98456947045683,0.15223400955674518,64.07622262953096
52.0,4.7,2008-05-01 09:00:00,9.865163793939878,246.79039516503397,197.33225576581995,27.09391562575752,0.15122453426181426,69.59641582499957
52.0,4.7,2008-05-01 10:00:00,10.865163793939878,239.70705411025605,217.64412809515215,27.992018945629695,0.15073318595088941,71.32288217410321
52.0,4.7,2008-05-01 11:00:00,11.865163793939878,197.4900930030236,217.9878297362909,26.98291899347711,0.15090993813368989,64.94068257726026
52.0,4.7,2008-05-01 12:00:00,12.865163793939878,131.73999155793524,206.15812892385358,24.48970883390068,0.15167570553856569,53.22077689280742
52.0,4.7,2008-05-01 13:00:00,13.865163793939878,94.47872398392376,169.88366232108763,22.068486124244846,0.1525972395580427,42.081396588754345
52.0,4.7,2008-05-01 14:00:00,14.865163793939878,61.690019109149034,153.31816958082356,20.182973497223497,0.15324490866521973,34.36754347795968
52.0,4.7,2008-05-01 15:00:00,15.865163793939878,58.50365393903737,156.93847792840387,20.13433193077738,0.15327451186822316,34.326996770674654
52.0,4.7,2008-05-01 16:00:00,16.865163793939878,50.405674823380494,116.29226585687023,18.453786469560704,0.1531045017647155,26.70403886312738
52.0,4.7,2008-05-01 17:00:00,17.865163793939878,7.577400744780433,68.86414550915086,14.876303567589149,0.14745633759177154,12.09353211869278
52.0,4.7,2008-05-01 18:00:00,18.865163793939878,0,22.71043504592536,10.369655860379591,0.13721359267070232,3.3380556258382463
