Latitude,Longitude,GMT,AST,Direct Tilted Irradiance,Diffused Tilted Irradiance,Cell Temperature,Panel Efficiency,Power Generation
52.0,4.7,2008-07-01 00:00:00,0.7528693855432967,-0.0,0.0,11.626885986328148,0.12726150827840935,0.0
52.0,4.7,2008-07-01 01:00:00,1.7528693855432969,-0.0,0.0,11.264306640625023,0.127524996204473,0.0
52.0,4.7,2008-07-01 02:00:00,2.752869385543297,-0.0,0.0,10.842645263671898,0.12783141928960234,0.0
52.0,4.7,2008-07-01 03:00:00,3.752869385543297,0,3.1630522012412357,10.818060827992534,0.12925919613295447,0.438833111315779
52.0,4.7,2008-07-01 04:00:00,4.752869385543297,0,50.467576196306446,15.19540866025075,0.14178391736253151,7.627438668593419
52.0,4.7,2008-07-01 05:00:00,5.752869385543297,0,98.47561362713779,20.8193882088319,0.14657522998649936,15.738717474382218
52.0,4.7,2008-07-01 06:00:00,6.752869385543297,97.16854053814406,113.836681529928,27.739835990236813,0.1477685282030225,33.26089144932984
52.0,4.7,2008-07-01 07:00:00,7.752869385543297,277.66720052081087,91.5507127857899,35.967063451940064,0.1437962849514752,55.66998804782623
52.0,4.7,2008-07-01 08:00:00,8.752869385543296,470.0619059359103,69.40910496873877,43.71133600631539,0.14008391470129777,78.47758579448396
52.0,4.7,2008-07-01 09:00:00,9.752869385543296,634.7942686096409,63.23371064446093,50.5562158306898,0.13491476122242962,97.21667599429209
52.0,4.7,2008-07-01 10:00:00,10.752869385543296,756.439536805694,58.10601282335404,55.74780387695909,0.131061825652526,109.85519954058748
52.0,4.7,2008-07-01 11:00:00,11.752869385543296,817.8840753988886,53.95213922949787,58.7173338131103,0.1291789718580032,115.7356555070642
52.0,4.7,2008-07-01 12:00:00,12.752869385543296,807.7514458152515,49.63097216029765,58.97834066804026,0.12891765604963612,113.61175330639409
52.0,4.7,2008-07-01 13:00:00,13.752869385543296,732.2686217283045,44.641193588194675,56.60596944762307,0.13035222746413594,104.27880527984797
52.0,4.7,2008-07-01 14:00:00,14.752869385543296,599.3865339106275,39.83231458507897,51.689820176270025,0.13432826689513186,88.76386427484037
52.0,4.7,2008-07-01 15:00:00,15.752869385543296,421.208093363125,36.21510844657483,44.72895478753597,0.13861147389108022,66.06026652983344
52.0,4.7,2008-07-01 16:00:00,16.752869385543296,222.9207060558385,33.928633640908174,36.62846011145726,0.14198031219337384,38.701714005664876
