Latitude,Longitude,GMT,Wind Speed at Hub Height,Air Density at Hub Height,Power Generation
52.0,4.7,2008-12-01 00:00:00,4.134490767664527,1.2523102923332272,136
52.0,4.7,2008-12-01 01:00:00,4.104005350624585,1.2534476894086108,136
52.0,4.7,2008-12-01 02:00:00,3.878393934773772,1.253696466064703,136
52.0,4.7,2008-12-01 03:00:00,3.299444689353154,1.252647311795072,75
52.0,4.7,2008-12-01 04:00:00,2.6458273787149706,1.250422310416017,27
52.0,4.7,2008-12-01 05:00:00,2.221928829362065,1.249251807658597,27
52.0,4.7,2008-12-01 06:00:00,1.6126805826706767,1.2481232694224218,27
52.0,4.7,2008-12-01 07:00:00,0.5768150644351037,1.2468616779166217,27
52.0,4.7,2008-12-01 08:00:00,0.8614465333047756,1.2463344216838963,27
52.0,4.7,2008-12-01 09:00:00,1.8136628436090185,1.2471851962023854,27
52.0,4.7,2008-12-01 10:00:00,2.653810576953824,1.2464097164914236,27
52.0,4.7,2008-12-01 11:00:00,3.1349475466097516,1.2423469704696632,27
52.0,4.7,2008-12-01 12:00:00,3.7212223644739075,1.239804925555372,75
52.0,4.7,2008-12-01 13:00:00,4.138040216464466,1.2418460125391104,136
52.0,4.7,2008-12-01 14:00:00,4.534904904868667,1.2448561203991697,213
52.0,4.7,2008-12-01 15:00:00,4.730298733396781,1.246785060849472,213
52.0,4.7,2008-12-01 16:00:00,4.592441769278122,1.2474514025674879,213
52.0,4.7,2008-12-01 17:00:00,4.518545011447978,1.2472747054747189,213
52.0,4.7,2008-12-01 18:00:00,4.659793145856503,1.246783561574763,213
52.0,4.7,2008-12-01 19:00:00,4.919489492702441,1.2453537890036184,309
52.0,4.7,2008-12-01 20:00:00,5.362932850595159,1.2426482280581945,426
52.0,4.7,2008-12-01 21:00:00,5.920294429909643,1.2416518793689404,567
52.0,4.7,2008-12-01 22:00:00,6.130004428660941,1.2429230493180243,567
52.0,4.7,2008-12-01 23:00:00,6.058893382333994,1.244785478417482,567
52.0,4.7,2008-12-02 00:00:00,5.885503090671528,1.2465432857324312,567
52.0,4.7,2008-12-02 01:00:00,5.633985726047027,1.247766031413129,426
52.0,4.7,2008-12-02 02:00:00,5.4339180307935955,1.248377110301383,426
52.0,4.7,2008-12-02 03:00:00,5.633593443706496,1.2488014903714046,426
52.0,4.7,2008-12-02 04:00:00,6.165737712611704,1.2493084936212189,567
52.0,4.7,2008-12-02 05:00:00,6.504014514025197,1.2496762662382395,733
52.0,4.7,2008-12-02 06:00:00,6.5739971118073015,1.2505568709309427,733
52.0,4.7,2008-12-02 07:00:00,6.508551775432967,1.2505411301565252,733
52.0,4.7,2008-12-02 08:00:00,6.32487188899057,1.2496151751847033,733
52.0,4.7,2008-12-02 09:00:00,6.172256375128505,1.2470964947961747,567
52.0,4.7,2008-12-02 10:00:00,6.158101766359797,1.2451490998146688,567
52.0,4.7,2008-12-02 11:00:00,6.605927373993395,1.2441691358531033,733
52.0,4.7,2008-12-02 12:00:00,7.276992165184759,1.2444076674159439,1150
