Latitude,Longitude,GMT,AST,Direct Tilted Irradiance,Diffused Tilted Irradiance,Cell Temperature,Panel Efficiency,Power Generation
52.0,4.7,2008-09-01 00:00:00,0.8085912702762348,-0.0,0.0,18.191735839843773,0.12249080444951986,0.0
52.0,4.7,2008-09-01 01:00:00,1.808591270276235,-0.0,0.0,17.750085449218773,0.12281175363443639,0.0
52.0,4.7,2008-09-01 02:00:00,2.808591270276235,-0.0,0.0,17.436547851562523,0.12303960271720533,0.0
52.0,4.7,2008-09-01 03:00:00,3.808591270276235,-0.0,0.0,17.347406005859398,0.12310438246908077,0.0
52.0,4.7,2008-09-01 04:00:00,4.808591270276235,0,0.010747490878493554,17.321983635870016,0.12312772656508031,0.001417911111212346
52.0,4.7,2008-09-01 05:00:00,5.808591270276235,0,16.964072223130927,18.00928669434705,0.1294522611688988,2.297737945173553
52.0,4.7,2008-09-01 06:00:00,6.808591270276235,7.500182975854947,73.98372832209387,20.504068536092742,0.14388578256352885,12.277866660864964
52.0,4.7,2008-09-01 07:00:00,7.808591270276235,23.027502389669248,110.80077606235331,22.49346659847864,0.14826629295532884,20.679981775566233
52.0,4.7,2008-09-01 08:00:00,8.808591270276233,305.5701192958713,160.89947524826337,33.35596320840449,0.14693113956987724,70.7078012280733
52.0,4.7,2008-09-01 09:00:00,9.808591270276233,526.9097549624682,111.53025963463918,39.13155326200497,0.14346908745880016,94.13085905965406
52.0,4.7,2008-09-01 10:00:00,10.808591270276233,669.4874607367921,80.38113871918085,43.413975101744725,0.13995617815296663,107.63824458337676
52.0,4.7,2008-09-01 11:00:00,11.808591270276233,762.5871745321508,71.23013614685217,46.632090486118535,0.13775245098521108,117.63279379534796
52.0,4.7,2008-09-01 12:00:00,12.808591270276233,775.4618332762564,63.637622271414195,47.23850588914473,0.1373367647458455,118.00097947201701
52.0,4.7,2008-09-01 13:00:00,13.808591270276233,712.9997446606093,56.62456750658356,45.345491701642246,0.13853277557025817,109.2901284116909
52.0,4.7,2008-09-01 14:00:00,14.808591270276233,557.980644636028,53.63172852671081,40.48328202450695,0.14254709623747883,89.61128753795848
52.0,4.7,2008-09-01 15:00:00,15.808591270276233,357.884143734904,62.033699145122775,34.28035216090335,0.1456497487893237,63.13860937623732
52.0,4.7,2008-09-01 16:00:00,16.808591270276235,148.83980965703603,62.679001048347054,27.112471885592402,0.14813233811373652,32.62677949066048
52.0,4.7,2008-09-01 17:00:00,17.808591270276235,13.357263788490272,36.6117014439733,20.787269445021305,0.13763004263998552,7.3498296816987505
52.0,4.7,2008-09-01 18:00:00,18.808591270276235,0,1.7345496598691292,17.343704309233193,0.12389679046406316,0.23371266420185455
52.0,4.7,2008-09-01 19:00:00,19.808591270276235,-0.0,0.0,16.446679687500023,0.12375894404956801,0.0
52.0,4.7,2008-09-01 20:00:00,20.808591270276235,-0.0,0.0,15.988458251953148,0.12409193548209436,0.0
52.0,4.7,2008-09-01 21:00:00,21.808591270276235,-0.0,0.0,15.622979736328148,0.12435753024705846,0.0
52.0,4.7,2008-09-01 22:00:00,22.808591270276235,-0.0,0.0,15.390130615234398,0.12452674267664063,0.0
52.0,4.7,2008-09-01 23:00:00,0.308591270276234,-0.0,0.0,15.220849609375023,0.12464975989117436,0.0
52.0,4.7,2008-09-02 00:00:00,0.814070353475446,-0.0,0.0,15.074304199218773,0.12475625505327835,0.0
52.0,4.7,2008-09-02 01:00:00,1.814070353475446,-0.0,0.0,14.990319824218773,0.12481728684963617,0.0
52.0,4.7,2008-09-02 02:00:00,2.814070353475446,-0.0,0.0,15.195825195312523,0.12466794523747284,0.0
52.0,4.7,2008-09-02 03:00:00,3.814070353475446,-0.0,0.0,15.742700195312523,0.12427052888909637,0.0
52.0,4.7,2008-09-02 04:00:00,4.814070353475446,0,3.930488230043127e-06,15.929620472618563,0.12413469489157584,5.134943902266037e-07
52.0,4.7,2008-09-02 05:00:00,5.814070353475446,0,11.759299920328601,16.03973033139723,0.12889490944521795,1.5745748636161336
