Latitude,Longitude,GMT,Wind Speed at Hub Height,Air Density at Hub Height,Power Generation
52.0,4.7,2008-02-01 00:00:00,16.927117501565366,1.2245815533868774,3075
52.0,4.7,2008-02-01 01:00:00,17.01676298671911,1.2261854489723645,3075
52.0,4.7,2008-02-01 02:00:00,17.092871788269818,1.2282829502830581,3075
52.0,4.7,2008-02-01 03:00:00,16.998254928798612,1.2297205111691503,3075
52.0,4.7,2008-02-01 04:00:00,16.775777704966544,1.2311306746832105,3075
52.0,4.7,2008-02-01 05:00:00,16.30039473359949,1.2320844007957454,3075
52.0,4.7,2008-02-01 06:00:00,15.582759542713475,1.2329970179017287,3075
52.0,4.7,2008-02-01 07:00:00,14.933434567327756,1.2341500707745126,3075
52.0,4.7,2008-02-01 08:00:00,14.35978478692348,1.2327165754566936,3075
52.0,4.7,2008-02-01 09:00:00,13.794295172564977,1.229512023685337,3075
52.0,4.7,2008-02-01 10:00:00,13.516509327258767,1.22792068291794,3075
52.0,4.7,2008-02-01 11:00:00,13.773632927086561,1.2261077404859992,3075
52.0,4.7,2008-02-01 12:00:00,14.103074308961434,1.2252542971903795,3075
52.0,4.7,2008-02-01 13:00:00,14.086671250799707,1.226160296905114,3075
52.0,4.7,2008-02-01 14:00:00,13.895636782424013,1.2277800361190578,3075
52.0,4.7,2008-02-01 15:00:00,14.25971427588596,1.2312937170846285,3075
52.0,4.7,2008-02-01 16:00:00,14.67983919879711,1.2332918789672624,3075
52.0,4.7,2008-02-01 17:00:00,15.043766640471697,1.2349292017869806,3075
52.0,4.7,2008-02-01 18:00:00,15.413979931183073,1.2364773333048789,3075
52.0,4.7,2008-02-01 19:00:00,15.674307119136948,1.2385581402442645,3075
52.0,4.7,2008-02-01 20:00:00,16.032463667685015,1.2412145145692235,3075
52.0,4.7,2008-02-01 21:00:00,16.642853004877136,1.2437273816853358,3075
52.0,4.7,2008-02-01 22:00:00,17.132407164049546,1.2457359113260997,3075
52.0,4.7,2008-02-01 23:00:00,17.55595964573577,1.2459573788950535,3075
52.0,4.7,2008-02-02 00:00:00,17.614737616854416,1.245284630009558,3075
52.0,4.7,2008-02-02 01:00:00,17.915151223434417,1.2472260912231696,3075
52.0,4.7,2008-02-02 02:00:00,15.16775688773338,1.249737652670626,3075
52.0,4.7,2008-02-02 03:00:00,13.096613956739695,1.2523641481300958,3075
52.0,4.7,2008-02-02 04:00:00,12.055173201106454,1.2548213661371523,3067
52.0,4.7,2008-02-02 05:00:00,11.342391856805275,1.2583954982448977,3050
52.0,4.7,2008-02-02 06:00:00,10.850456377211827,1.2616642212132598,3000
52.0,4.7,2008-02-02 07:00:00,10.264913625636934,1.2643094329608116,2869
52.0,4.7,2008-02-02 08:00:00,9.610275260552182,1.2639832000763813,2362
52.0,4.7,2008-02-02 09:00:00,9.438895320696725,1.2628929728845926,2362
52.0,4.7,2008-02-02 10:00:00,9.627963266916082,1.2623517486955445,2317
52.0,4.7,2008-02-02 11:00:00,9.913605278668337,1.2620123996028134,2615
52.0,4.7,2008-02-02 12:00:00,10.019316426385956,1.2615952455081982,2615
52.0,4.7,2008-02-02 13:00:00,10.03686317963306,1.2615794167435486,2615
52.0,4.7,2008-02-02 14:00:00,9.959541914318395,1.2623479449134036,2615
52.0,4.7,2008-02-02 15:00:00,9.965829182158243,1.2652710156145808,2658
52.0,4.7,2008-02-02 16:00:00,10.116274164879789,1.268238284142791,2658
52.0,4.7,2008-02-02 17:00:00,10.269740619062762,1.2695688215510723,2869
52.0,4.7,2008-02-02 18:00:00,10.50929537187652,1.2705340718649836,2869
52.0,4.7,2008-02-02 19:00:00,10.784270860501007,1.2717317344132408,3017
52.0,4.7,2008-02-02 20:00:00,11.062103951287284,1.273376853088493,3017
52.0,4.7,2008-02-02 21:00:00,11.225965290123465,1.274381906933751,3017
52.0,4.7,2008-02-02 22:00:00,11.392140138587946,1.275311495980769,3056
52.0,4.7,2008-02-02 23:00:00,11.434423760914456,1.2758528019877258,3056
52.0,4.7,2008-02-03 00:00:00,11.399850007670262,1.2768261248840074,3056
52.0,4.7,2008-02-03 01:00:00,11.320812505072848,1.277516495431472,3056
52.0,4.7,2008-02-03 02:00:00,11.26170510264322,1.278416380869896,3056
52.0,4.7,2008-02-03 03:00:00,11.126410231846561,1.2807031091723093,3017
52.0,4.7,2008-02-03 04:00:00,11.08970282398757,1.2829501272284134,3017
52.0,4.7,2008-02-03 05:00:00,11.215457234040807,1.2834489112848724,3017
52.0,4.7,2008-02-03 06:00:00,11.375792506150988,1.2837727386198343,3056
52.0,4.7,2008-02-03 07:00:00,11.535929029657794,1.283437039926471,3056
52.0,4.7,2008-02-03 08:00:00,11.652843985885726,1.2804951945941607,3056
52.0,4.7,2008-02-03 09:00:00,11.592874580310982,1.27460796516125,3056
52.0,4.7,2008-02-03 10:00:00,11.59952418718861,1.2684892820955718,3056
52.0,4.7,2008-02-03 11:00:00,11.72119406997649,1.2631467878940081,3056
52.0,4.7,2008-02-03 12:00:00,11.73777044744236,1.2591177537486349,3050
52.0,4.7,2008-02-03 13:00:00,11.773168298956248,1.2559604472727333,3067
52.0,4.7,2008-02-03 14:00:00,11.974874477313314,1.2560886793988508,3067
52.0,4.7,2008-02-03 15:00:00,12.061070651947631,1.2578016282045095,3067
52.0,4.7,2008-02-03 16:00:00,12.352261300479825,1.2604357274919056,3073
